OBJECTID,Trap Type,Trap Number,Trap Set Date,Trap Pull Date,Active,Location Notes,Week,Site Name,EGC Captured?,Prospecting Trap?,MMP Trap?,TrapIDJoin,Latitude,Longitude,created_date,created_user,last_edited_date,last_edited_user,GlobalID,x,y
101,Fukui,102,20200421,20200424,No,,3,Base Lagoon,No,No,No,Fukui-102_4/21/2020,48.14646956,-123.183508,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,781d386c-55a6-487b-891e-d083e04926bd,-123.183508,48.14646956
102,Minnow,102,20200421,20200424,No,,3,Base Lagoon,No,No,No,Minnow-102_4/21/2020,48.14642267,-123.1835652,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,d257893c-c8ab-485c-857b-7ffbb3a8226c,-123.1835652,48.14642267
103,Fukui,103,20200421,20200424,No,,3,Base Lagoon,No,No,No,Fukui-103_4/21/2020,48.14644356,-123.1836537,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,634b9c13-57e0-4253-9231-5bdbc2442df2,-123.1836537,48.14644356
104,Minnow,103,20200421,20200424,No,,3,Base Lagoon,No,No,No,Minnow-103_4/21/2020,48.14645289,-123.1837126,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,884f5452-6991-4c25-9328-4dda0ac2606c,-123.1837126,48.14645289
244,Fukui,102,20200427,20200430,No,,4,Base Lagoon,No,No,No,Fukui-102_4/27/2020,48.14646956,-123.183508,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,5934d524-d575-4b53-a073-c9d8d33c9b80,-123.183508,48.14646956
245,Minnow,102,20200427,20200430,No,,4,Base Lagoon,No,No,No,Minnow-102_4/27/2020,48.14642267,-123.1835652,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,f13f153a-73be-4dd2-8c20-f684df7be7c2,-123.1835652,48.14642267
246,Fukui,103,20200427,20200430,No,,4,Base Lagoon,No,No,No,Fukui-103_4/27/2020,48.14644356,-123.1836537,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,69f2b3c5-de8a-4a13-b01d-1ab439bff4c9,-123.1836537,48.14644356
247,Minnow,103,20200427,20200430,No,,4,Base Lagoon,No,No,No,Minnow-103_4/27/2020,48.14645289,-123.1837126,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,1fac8659-31d8-4c87-bd84-75908a1505fe,-123.1837126,48.14645289
334,Fukui,102,20200505,20200508,No,,5,Base Lagoon,No,No,No,Fukui-102_5/5/2020,48.14646956,-123.183508,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,3c753958-4d0a-4f48-a527-3f0d8480fc4b,-123.183508,48.14646956
335,Minnow,102,20200505,20200508,No,,5,Base Lagoon,No,No,No,Minnow-102_5/5/2020,48.14642267,-123.1835652,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,d8bf34f2-a550-482c-94f0-48b111010768,-123.1835652,48.14642267
336,Fukui,103,20200505,20200508,No,,5,Base Lagoon,No,No,No,Fukui-103_5/5/2020,48.14644356,-123.1836537,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,1d3026c1-e7b6-437a-91e8-fe9dfbbc37b8,-123.1836537,48.14644356
337,Minnow,103,20200505,20200508,No,,5,Base Lagoon,No,No,No,Minnow-103_5/5/2020,48.14645289,-123.1837126,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,c467aed0-47a9-4054-99a9-61a9ba3b7d1f,-123.1837126,48.14645289
379,Fukui,102,20200512,20200514,No,,6,Base Lagoon,No,No,No,Fukui-102_5/12/2020,48.14646956,-123.183508,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,1bbeb699-2e76-4c97-9d9d-c43ec8987df7,-123.183508,48.14646956
380,Minnow,102,20200512,20200514,No,,6,Base Lagoon,No,No,No,Minnow-102_5/12/2020,48.14642267,-123.1835652,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,4fd3289d-f0d8-464f-bda8-2e08479565a7,-123.1835652,48.14642267
381,Fukui,103,20200512,20200514,No,,6,Base Lagoon,No,No,No,Fukui-103_5/12/2020,48.14644356,-123.1836537,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,f47798e6-721d-4ac0-af81-87442c2a638a,-123.1836537,48.14644356
382,Minnow,103,20200512,20200514,No,,6,Base Lagoon,No,No,No,Minnow-103_5/12/2020,48.14645289,-123.1837126,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,ba655c96-f560-44f5-ac86-cf938e6ee9d0,-123.1837126,48.14645289
160,Fukui,301,20200512,20200514,No,,6,Base Lagoon,No,Yes,No,Fukui-301_5/12/2020,48.14675667,-123.1840583,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,9c87dc82-c25a-4d83-8b97-0fdae4ea17d8,-123.1840583,48.14675667
161,Minnow,301,20200512,20200514,No,,6,Base Lagoon,No,Yes,No,Minnow-301_5/12/2020 10:07:40 PM,48.14672167,-123.183935,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,e4118a22-3a71-4a3d-85e1-959fb5c0f686,-123.183935,48.14672167
162,Minnow,302,20200512,20200514,No,,6,Base Lagoon,No,Yes,No,Minnow-302_5/12/2020 7:17:55 PM,48.14653589,-123.1841732,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,5ea5b8bb-2c5e-4b2e-ad04-661e0b01078f,-123.1841732,48.14653589
163,Fukui,302,20200512,20200514,No,,6,Base Lagoon,No,Yes,No,Fukui-302_5/12/2020 7:17:55 PM,48.14652033,-123.1843083,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,d955e5bc-51bc-4cfb-9cfc-ad1fd0a6f4bf,-123.1843083,48.14652033
424,Fukui,102,20200519,20200522,No,,7,Base Lagoon,No,No,No,Fukui-102_5/19/2020,48.14646956,-123.183508,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,8b947162-6980-4b16-af9b-734919b68975,-123.183508,48.14646956
425,Minnow,102,20200519,20200522,No,,7,Base Lagoon,No,No,No,Minnow-102_5/19/2020,48.14642267,-123.1835652,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,64707e1e-1729-43a9-838d-bdbfe1d43f8b,-123.1835652,48.14642267
426,Fukui,103,20200519,20200522,No,,7,Base Lagoon,No,No,No,Fukui-103_5/19/2020,48.14644356,-123.1836537,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,0f5a5a17-d6b0-4d8f-814a-cb2f3fe582e0,-123.1836537,48.14644356
427,Minnow,103,20200519,20200522,No,,7,Base Lagoon,No,No,No,Minnow-103_5/19/2020,48.14645289,-123.1837126,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,c94cc59d-0176-406e-86c9-4c667cf06e20,-123.1837126,48.14645289
165,Fukui,301,20200519,20200522,No,,7,Base Lagoon,No,Yes,No,Fukui-301_5/19/2020 5:20:22 PM,48.14654667,-123.1845264,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,abbfab5a-4bdc-4066-b5bf-b61169eb9c47,-123.1845264,48.14654667
166,Minnow,301,20200519,20200522,No,,7,Base Lagoon,No,Yes,No,Minnow-301_5/19/2020 5:22:59 PM,48.14647556,-123.1846523,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,e1ffdd55-bbb4-484c-8ea6-d6c5b0c6b43a,-123.1846523,48.14647556
167,Fukui,302,20200519,20200522,No,,7,Base Lagoon,No,Yes,No,Fukui-302_5/19/2020 5:24:38 PM,48.14653,-123.1848242,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,230a5fb5-b1f5-449c-bfdc-ab8dcaab6a13,-123.1848242,48.14653
168,Minnow,302,20200519,20200522,No,,7,Base Lagoon,No,Yes,No,Minnow-302_5/20/2020 5:58:00 PM,48.146493,-123.1849481,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,8630518c-1f4f-4d34-a631-250c05c59cde,-123.1849481,48.146493
459,Fukui,102,20200527,20200528,No,,8,Base Lagoon,No,No,Yes,Fukui-102_5/27/2020,48.14646956,-123.183508,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,e019f9b3-30c1-4e5e-b963-0ab554f68f26,-123.183508,48.14646956
460,Minnow,102,20200527,20200528,No,,8,Base Lagoon,No,No,Yes,Minnow-102_5/27/2020,48.14642267,-123.1835652,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,2bb2d592-7f84-447d-b580-5b9eb3049614,-123.1835652,48.14642267
461,Fukui,103,20200527,20200528,No,,8,Base Lagoon,No,No,Yes,Fukui-103_5/27/2020,48.14644356,-123.1836537,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,e505d8e1-0068-49c2-9ba8-3ed0f4aa49fb,-123.1836537,48.14644356
462,Minnow,103,20200527,20200528,No,,8,Base Lagoon,No,No,Yes,Minnow-103_5/27/2020,48.14645289,-123.1837126,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,dfcbcf47-9e1b-4c0d-b22a-b91bfb546c62,-123.1837126,48.14645289
457,Fukui,101,20200527,20200528,No,,8,Base Lagoon,No,Yes,Yes,Fukui-101_5/27/2020,48.14663744,-123.1835138,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,1b6f99a4-2b32-48ab-912d-b8a57679cd65,-123.1835138,48.14663744
458,Minnow,101,20200527,20200528,No,,8,Base Lagoon,No,Yes,Yes,Minnow-101_5/27/2020,48.14654967,-123.1834889,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,954db06e-af9c-4655-845f-4e5900aa46cb,-123.1834889,48.14654967
510,Fukui,102,20200603,20200605,No,,9,Base Lagoon,No,No,No,Fukui-102_6/3/2020,48.14646956,-123.183508,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,b54e8f27-f115-4cab-a597-66bf71bee3ba,-123.183508,48.14646956
511,Minnow,102,20200603,20200605,No,,9,Base Lagoon,No,No,No,Minnow-102_6/3/2020,48.14642267,-123.1835652,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,2265790f-7a54-4699-9cfb-fbca1fb75f29,-123.1835652,48.14642267
512,Fukui,103,20200603,20200605,No,,9,Base Lagoon,No,No,No,Fukui-103_6/3/2020,48.14644356,-123.1836537,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,6acc0691-4bdc-4318-8ea8-4591965c51e0,-123.1836537,48.14644356
513,Minnow,103,20200603,20200605,No,,9,Base Lagoon,No,No,No,Minnow-103_6/3/2020,48.14645289,-123.1837126,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,501c87a1-8b21-4680-b357-154a212717de,-123.1837126,48.14645289
557,Fukui,102,20200608,20200611,No,,10,Base Lagoon,No,No,Yes,Fukui-102_6/8/2020,48.14646956,-123.183508,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,485fecaa-0145-4649-acc0-c67fdc94e25c,-123.183508,48.14646956
558,Minnow,102,20200608,20200611,No,,10,Base Lagoon,No,No,Yes,Minnow-102_6/8/2020,48.14642267,-123.1835652,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,5cdc6c73-f2ee-4b5e-89c0-1a796ba91007,-123.1835652,48.14642267
559,Fukui,103,20200608,20200611,No,,10,Base Lagoon,No,No,Yes,Fukui-103_6/8/2020,48.14644356,-123.1836537,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,5428329f-4e80-4257-a58f-5f35bfc38891,-123.1836537,48.14644356
560,Minnow,103,20200608,20200611,No,,10,Base Lagoon,No,No,Yes,Minnow-103_6/8/2020,48.14645289,-123.1837126,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,3e6827ac-d311-44ce-b8cb-b00180b5b1e0,-123.1837126,48.14645289
555,Fukui,101,20200608,20200611,No,,10,Base Lagoon,No,Yes,Yes,Fukui-101_6/8/2020,48.14663744,-123.1835138,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,329c0647-4a57-4952-a5e9-08032cbee258,-123.1835138,48.14663744
556,Minnow,101,20200608,20200611,No,,10,Base Lagoon,No,Yes,Yes,Minnow-101_6/8/2020,48.14654967,-123.1834889,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,27ac1a8f-e815-446c-b5ff-4841a25e1cd2,-123.1834889,48.14654967
602,Fukui,102,20200618,20200619,No,,11,Base Lagoon,No,No,No,Fukui-102_6/18/2020,48.14646956,-123.183508,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,aeb46821-fff5-4aad-a34d-2343ffe408a0,-123.183508,48.14646956
603,Minnow,102,20200618,20200619,No,,11,Base Lagoon,No,No,No,Minnow-102_6/18/2020,48.14642267,-123.1835652,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,8176c079-85f9-4177-a0f3-d6dde697d6e4,-123.1835652,48.14642267
604,Fukui,103,20200618,20200619,No,,11,Base Lagoon,No,No,No,Fukui-103_6/18/2020,48.14644356,-123.1836537,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,c3737a3d-68c7-433e-b5a8-19b88aac1341,-123.1836537,48.14644356
605,Minnow,103,20200618,20200619,No,,11,Base Lagoon,No,No,No,Minnow-103_6/18/2020,48.14645289,-123.1837126,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,8d8abe94-bd90-4f74-81a6-8248907102ca,-123.1837126,48.14645289
647,Fukui,102,20200623,20200625,No,,12,Base Lagoon,No,No,No,Fukui-102_6/23/2020,48.14646956,-123.183508,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,0c6302a5-d3a4-4462-b642-55e5875c29b7,-123.183508,48.14646956
648,Minnow,102,20200623,20200625,No,,12,Base Lagoon,No,No,No,Minnow-102_6/23/2020,48.14642267,-123.1835652,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,35519597-a70c-4113-97e1-20a5ad648db0,-123.1835652,48.14642267
649,Fukui,103,20200623,20200625,No,,12,Base Lagoon,No,No,No,Fukui-103_6/23/2020,48.14644356,-123.1836537,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,82ea80a9-8596-4bbf-95d1-82e577df010e,-123.1836537,48.14644356
650,Minnow,103,20200623,20200625,No,,12,Base Lagoon,No,No,No,Minnow-103_6/23/2020,48.14645289,-123.1837126,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,9c952a9b-ed93-410b-9dc7-dc6e879d5fa9,-123.1837126,48.14645289
659,Fukui,102,20200706,20200709,No,,14,Base Lagoon,No,No,Yes,Fukui-102_7/6/2020,48.14646956,-123.183508,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,b10dd0f1-c780-4e48-8caa-5a93e5891d70,-123.183508,48.14646956
660,Minnow,102,20200706,20200709,No,,14,Base Lagoon,No,No,Yes,Minnow-102_7/6/2020,48.14642267,-123.1835652,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,ea740916-bc48-4b80-8086-cc71a1bf5bac,-123.1835652,48.14642267
661,Fukui,103,20200706,20200709,No,,14,Base Lagoon,No,No,Yes,Fukui-103_7/6/2020,48.14644356,-123.1836537,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,d8f4fb87-90cc-4629-9f9d-4d9ca7dc62e2,-123.1836537,48.14644356
662,Minnow,103,20200706,20200709,No,,14,Base Lagoon,No,No,Yes,Minnow-103_7/6/2020,48.14645289,-123.1837126,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,d950a908-4847-4d81-9bfe-de160c9e7279,-123.1837126,48.14645289
657,Fukui,101,20200706,20200709,No,,14,Base Lagoon,No,Yes,Yes,Fukui-101_7/6/2020,48.14663744,-123.1835138,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,8e1b62d9-c3db-4621-9f14-7fc21bb0ae72,-123.1835138,48.14663744
658,Minnow,101,20200706,20200709,No,,14,Base Lagoon,No,Yes,Yes,Minnow-101_7/6/2020,48.14654967,-123.1834889,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,d4dc59f0-6e04-4a88-ab56-0e7bc2adddb2,-123.1834889,48.14654967
663,Fukui,102,20200721,20200723,No,,16,Base Lagoon,No,No,No,Fukui-102_7/21/2020,48.14646956,-123.183508,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,74d0a563-abaa-4a70-b3dc-0eebf74cd18a,-123.183508,48.14646956
664,Minnow,102,20200721,20200723,No,,16,Base Lagoon,No,No,No,Minnow-102_7/21/2020,48.14642267,-123.1835652,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,f8b49090-c689-4ae2-a109-e2f9b60a0a76,-123.1835652,48.14642267
665,Fukui,103,20200721,20200723,No,,16,Base Lagoon,No,No,No,Fukui-103_7/21/2020,48.14644356,-123.1836537,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,e12e2b90-977b-4bca-b510-f6e0caa3e54e,-123.1836537,48.14644356
666,Minnow,103,20200721,20200723,No,,16,Base Lagoon,No,No,No,Minnow-103_7/21/2020,48.14645289,-123.1837126,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,464f1159-ae14-4041-b489-b0a40d5f20f2,-123.1837126,48.14645289
805,Fukui,101,20200803,20200804,No,,18,Base Lagoon,No,Yes,Yes,Fukui-101_8/3/2020,48.14663744,-123.1835138,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,c5a4c7e5-952b-4053-bd36-35a6fac12c3a,-123.1835138,48.14663744
806,Minnow,101,20200803,20200804,No,,18,Base Lagoon,No,Yes,Yes,Minnow-101_8/3/2020,48.14654967,-123.1834889,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,118cccf3-a8d3-4d91-afa2-3b3c4ad94ac0,-123.1834889,48.14654967
807,Fukui,102,20200803,20200806,No,,18,Base Lagoon,No,No,Yes,Fukui-102_8/3/2020,48.14646956,-123.183508,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,0a1d5e6b-7a92-4053-8741-1726a658ab60,-123.183508,48.14646956
808,Minnow,102,20200803,20200806,No,,18,Base Lagoon,No,No,Yes,Minnow-102_8/3/2020,48.14642267,-123.1835652,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,c0bf10d5-50ed-415e-acd3-7254f91d4341,-123.1835652,48.14642267
809,Fukui,103,20200803,20200806,No,,18,Base Lagoon,No,No,Yes,Fukui-103_8/3/2020,48.14644356,-123.1836537,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,5c7b1248-dc9f-43e1-b90c-8cca10cb92b0,-123.1836537,48.14644356
810,Minnow,103,20200803,20200806,No,,18,Base Lagoon,No,No,Yes,Minnow-103_8/3/2020,48.14645289,-123.1837126,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,c14658a0-a53e-4d83-bf02-e954b630bc30,-123.1837126,48.14645289
819,Fukui,102,20200901,20200903,No,,22,Base Lagoon,No,No,Yes,Fukui-102_9/1/2020,48.14646956,-123.183508,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,17c85e83-1ee3-4507-808f-59d6d60b2a9f,-123.183508,48.14646956
820,Minnow,102,20200901,20200903,No,,22,Base Lagoon,No,No,Yes,Minnow-102_9/1/2020,48.14642267,-123.1835652,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,4ad9ad19-627c-4aeb-b722-753636bcc6b3,-123.1835652,48.14642267
821,Fukui,103,20200901,20200903,No,,22,Base Lagoon,No,No,Yes,Fukui-103_9/1/2020,48.14644356,-123.1836537,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,34a7af44-f491-402d-8200-7c65712149dc,-123.1836537,48.14644356
822,Minnow,103,20200901,20200903,No,,22,Base Lagoon,No,No,Yes,Minnow-103_9/1/2020,48.14645289,-123.1837126,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,38a20c78-0885-439e-8808-553985ea396a,-123.1837126,48.14645289
817,Fukui,101,20200901,20200903,No,,22,Base Lagoon,No,Yes,Yes,Fukui-101_9/1/2020,48.14663744,-123.1835138,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,79d2fb91-09e5-4548-ab39-dee59a1f22c2,-123.1835138,48.14663744
818,Minnow,101,20200901,20200903,No,,22,Base Lagoon,No,Yes,Yes,Minnow-101_9/1/2020,48.14654967,-123.1834889,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,955d69fd-4279-4ab2-83dc-0d017326eb2c,-123.1834889,48.14654967
846,Fukui,102,20200916,20200917,No,,24,Base Lagoon,No,No,No,Fukui-102_9/16/2020,48.14646956,-123.183508,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,ce43ef73-1026-4f62-92e8-629ccd923b85,-123.183508,48.14646956
847,Minnow,102,20200916,20200917,No,,24,Base Lagoon,No,No,No,Minnow-102_9/16/2020,48.14642267,-123.1835652,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,9e461b58-1bfc-4df9-95b7-5b6c4ac99ed4,-123.1835652,48.14642267
848,Fukui,103,20200916,20200917,No,,24,Base Lagoon,No,No,No,Fukui-103_9/16/2020,48.14644356,-123.1836537,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,e658257f-577f-42e1-89c7-cae3168eedf5,-123.1836537,48.14644356
849,Minnow,103,20200916,20200917,No,,24,Base Lagoon,No,No,No,Minnow-103_9/16/2020,48.14645289,-123.1837126,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,90b0e642-4b6e-4967-afcf-ba7e35e44e6f,-123.1837126,48.14645289
289,Fukui,102,20200928,20200930,No,,26,Base Lagoon,No,No,No,Fukui-102_9/28/2020,48.14646956,-123.183508,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,82879a88-b0f3-47c9-9967-f7d92d6da354,-123.183508,48.14646956
290,Minnow,102,20200928,20200930,No,,26,Base Lagoon,No,No,No,Minnow-102_9/28/2020,48.14642267,-123.1835652,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,4fd71141-e742-429a-8dea-1c724449a109,-123.1835652,48.14642267
291,Fukui,103,20200928,20200930,No,,26,Base Lagoon,No,No,No,Fukui-103_9/28/2020,48.14644356,-123.1836537,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,85089f00-3631-45d4-8de1-aa831ae0c0a3,-123.1836537,48.14644356
292,Minnow,103,20200928,20200930,No,,26,Base Lagoon,No,No,No,Minnow-103_9/28/2020,48.14645289,-123.1837126,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,a0fea598-f51d-4abc-b459-7da6763e0053,-123.1837126,48.14645289
22,Minnow,9,20200407,20200408,No,M9 was eventually moved on 4/8/20 to further SE,1,Channel (DS-1),No,No,No,Minnow-9_4/7/2020,48.17383876,-123.1360709,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,a3e008cc-5057-4445-ad9d-609765aabe7b,-123.1360709,48.17383876
1,Minnow,1,20200407,20200409,No,,1,Channel (DS-1),No,No,No,Minnow-1_4/7/2020,48.173235,-123.1373878,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,3528f27e-e93d-4d73-a01a-51a61f62b62d,-123.1373878,48.173235
2,Fukui,1,20200407,20200409,No,,1,Channel (DS-1),No,No,No,Fukui-1_4/7/2020,48.17331167,-123.1374167,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,2b2ed245-45bc-42c0-996d-97544163ef81,-123.1374167,48.17331167
3,Minnow,2,20200407,20200409,No,,1,Channel (DS-1),No,No,No,Minnow-2_4/7/2020,48.17341933,-123.1374863,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,8c6f171e-9b35-4a89-9efe-eb3ad5bdc51a,-123.1374863,48.17341933
4,Fukui,2,20200407,20200409,No,,1,Channel (DS-1),No,No,No,Fukui-2_4/7/2020,48.17354078,-123.1374861,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,5a14ce2c-15ec-4f3c-b407-d9aa669d0ac0,-123.1374861,48.17354078
5,Minnow,3,20200407,20200409,No,,1,Channel (DS-1),No,No,No,Minnow-3_4/7/2020,48.17362878,-123.1374577,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,7eea736d-e70c-4720-a390-eccb8a1f1fa0,-123.1374577,48.17362878
6,Fukui,3,20200407,20200409,No,,1,Channel (DS-1),No,No,No,Fukui-3_4/7/2020,48.17371689,-123.137365,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,3088031a-9ab8-4a50-afde-102b2159a2af,-123.137365,48.17371689
7,Minnow,4,20200407,20200409,No,,1,Channel (DS-1),No,No,No,Minnow-4_4/7/2020,48.173635,-123.1371881,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,bf24d2b5-2a08-4452-b713-be0e911fe026,-123.1371881,48.173635
8,Fukui,4,20200407,20200409,No,,1,Channel (DS-1),No,No,No,Fukui-4_4/7/2020,48.17358756,-123.1371308,12/16/2020 4:27,KSO,12/16/2020 4:27,KSO,b6e4967a-1554-451f-a943-65dbd92bf495,-123.1371308,48.17358756
